invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,dob
I705499,C184944,FEMALE,22,CLOTHING,2,600.16,DEBIT CARD,2021-11-04,Mall of Istanbul,2004-02-05
I985355,C318567,FEMALE,25,FOOD & BEVERAGE,4,20.92,CASH,2022-05-23,Cevahir AVM,2001-02-05
I149278,C278385,FEMALE,57,CLOTHING,3,900.24,CASH,2022-04-19,Cevahir AVM,1969-02-05
I261409,C379381,FEMALE,29,FOOD & BEVERAGE,2,10.46,CASH,2021-02-23,Kanyon,1997-02-05
I328548,C488927,FEMALE,35,CLOTHING,1,300.08,CASH,2022-03-05,Mall of Istanbul,1991-02-05
I304121,C167654,FEMALE,34,CLOTHING,5,1500.40,DEBIT CARD,2021-02-27,Istinye Park,1992-02-05
I299089,C507947,FEMALE,31,CLOTHING,4,1200.32,CASH,2021-08-24,Kanyon,1995-02-05
I216891,C133485,FEMALE,64,SHOES,1,600.17,DEBIT CARD,2021-04-19,Metropol AVM,1962-02-05
I231811,C215703,FEMALE,60,BOOKS,4,60.60,CREDIT CARD,2023-02-18,Kanyon,1966-02-05
I204006,C240782,FEMALE,22,COSMETICS,2,81.32,CREDIT CARD,2022-03-29,Kanyon,2004-02-05
I164758,C117881,FEMALE,22,TECHNOLOGY,2,2100.00,CASH,2021-09-02,Mall of Istanbul,2004-02-05
I754066,C202253,FEMALE,18,SHOES,3,1800.51,CASH,2021-05-06,Mall of Istanbul,2008-02-05
I176247,C308634,FEMALE,44,CLOTHING,3,900.24,CASH,2023-01-20,Istinye Park,1982-02-05
I956633,C192365,FEMALE,35,SHOES,2,1200.34,CREDIT CARD,2022-11-13,Metropol AVM,1991-02-05
I130791,C235028,FEMALE,18,COSMETICS,3,121.98,CASH,2021-08-11,Metrocity,2008-02-05
I263264,C136131,FEMALE,40,TECHNOLOGY,2,2100.00,CREDIT CARD,2021-10-17,Istinye Park,1986-02-05
I328319,C357028,FEMALE,38,SHOES,1,600.17,CASH,2021-07-20,Mall of Istanbul,1988-02-05
I605710,C150305,FEMALE,32,SHOES,1,600.17,CREDIT CARD,2022-03-22,Cevahir AVM,1994-02-05
I985438,C416229,FEMALE,35,FOOD & BEVERAGE,4,20.92,CASH,2022-08-29,Metrocity,1991-02-05
I288363,C638734,FEMALE,18,CLOTHING,2,600.16,CASH,2022-03-19,Metrocity,2008-02-05
I258716,C927194,FEMALE,38,TECHNOLOGY,5,5250.00,CREDIT CARD,2021-01-31,Emaar Square Mall,1988-02-05
I143628,C273751,FEMALE,39,CLOTHING,5,1500.40,CASH,2023-01-12,Metrocity,1987-02-05
I271018,C262458,FEMALE,57,CLOTHING,2,600.16,CASH,2022-02-15,Kanyon,1969-02-05
I243541,C874292,FEMALE,38,FOOD & BEVERAGE,3,15.69,CASH,2022-04-29,Kanyon,1988-02-05
I281108,C175615,FEMALE,51,SHOES,4,2400.68,DEBIT CARD,2021-08-18,Forum Istanbul,1975-02-05
I243768,C468872,FEMALE,35,COSMETICS,4,162.64,CASH,2022-02-13,Metrocity,1991-02-05
I173433,C370451,FEMALE,55,TOYS,1,35.84,CREDIT CARD,2021-11-17,Zorlu Center,1971-02-05
I628348,C710681,FEMALE,21,FOOD & BEVERAGE,3,15.69,DEBIT CARD,2022-03-12,Kanyon,2005-02-05
I107196,C511328,FEMALE,63,COSMETICS,1,40.66,CREDIT CARD,2022-03-30,Istinye Park,1963-02-05
I337961,C259346,FEMALE,46,FOOD & BEVERAGE,5,26.15,CASH,2022-12-30,Cevahir AVM,1980-02-05
I339173,C256965,FEMALE,28,CLOTHING,2,600.16,CREDIT CARD,2022-01-10,Istinye Park,1998-02-05
I130918,C131763,FEMALE,34,COSMETICS,4,162.64,CASH,2022-10-17,Metropol AVM,1992-02-05
I859108,C217999,FEMALE,29,SOUVENIR,3,35.19,DEBIT CARD,2023-02-17,Metropol AVM,1997-02-05
I313576,C223376,FEMALE,69,CLOTHING,4,1200.32,CASH,2022-10-22,Istinye Park,1957-02-05
I101428,C197332,FEMALE,21,CLOTHING,5,1500.40,DEBIT CARD,2021-07-08,Mall of Istanbul,2005-02-05
I108201,C128971,FEMALE,67,SHOES,4,2400.68,DEBIT CARD,2023-02-27,Forum Istanbul,1959-02-05
I613538,C135974,FEMALE,58,CLOTHING,5,1500.40,CASH,2021-06-04,Metrocity,1968-02-05
I708015,C280281,MALE,39,SHOES,3,1800.51,CASH,2021-11-13,Istinye Park,1987-02-05
I127228,C330423,FEMALE,18,FOOD & BEVERAGE,2,10.46,CREDIT CARD,2021-08-03,Mall of Istanbul,2008-02-05
I697714,C112839,FEMALE,37,CLOTHING,4,1200.32,CASH,2022-04-25,Metropol AVM,1989-02-05
I148234,C329617,FEMALE,61,CLOTHING,4,1200.32,DEBIT CARD,2021-11-23,Forum Istanbul,1965-02-05
I391742,C169638,FEMALE,50,FOOD & BEVERAGE,5,26.15,CREDIT CARD,2021-12-27,Kanyon,1976-02-05
I232791,C161995,FEMALE,19,SHOES,1,600.17,CREDIT CARD,2022-03-07,Metropol AVM,2007-02-05
I474889,C236946,FEMALE,69,CLOTHING,2,600.16,CREDIT CARD,2021-08-11,Zorlu Center,1957-02-05
I130439,C303486,FEMALE,37,SHOES,3,1800.51,CREDIT CARD,2022-02-05,Mall of Istanbul,1989-02-05
I319559,C319743,FEMALE,38,CLOTHING,1,300.08,DEBIT CARD,2021-03-17,Metropol AVM,1988-02-05
I253397,C927390,FEMALE,28,TECHNOLOGY,1,1050.00,CASH,2021-04-01,Metrocity,1998-02-05
I127839,C232906,FEMALE,38,CLOTHING,1,300.08,CREDIT CARD,2022-06-30,Kanyon,1988-02-05
I110382,C102101,FEMALE,39,SOUVENIR,3,35.19,CASH,2021-09-24,Viaport Outlet,1987-02-05
I117878,C104031,FEMALE,31,CLOTHING,4,1200.32,CASH,2022-06-09,Metrocity,1995-02-05
I273472,C299506,FEMALE,28,COSMETICS,5,203.30,CREDIT CARD,2021-03-31,Kanyon,1998-02-05
I179189,C122461,FEMALE,26,TECHNOLOGY,4,4200.00,CREDIT CARD,2022-06-26,Kanyon,2000-02-05
I236266,C128962,FEMALE,53,SOUVENIR,3,35.19,CASH,2021-09-08,Mall of Istanbul,1973-02-05
I114405,C127344,FEMALE,18,CLOTHING,5,1500.40,CASH,2021-07-23,Metropol AVM,2008-02-05
I390193,C949513,FEMALE,52,COSMETICS,3,121.98,CREDIT CARD,2022-02-08,Mall of Istanbul,1974-02-05
I306958,C115884,FEMALE,67,CLOTHING,2,600.16,CASH,2022-12-31,Kanyon,1959-02-05
I697772,C233611,FEMALE,42,FOOD & BEVERAGE,4,20.92,CASH,2021-04-09,Cevahir AVM,1984-02-05
I761710,C335792,FEMALE,47,COSMETICS,1,40.66,CASH,2021-06-02,Istinye Park,1979-02-05
I249206,C219203,FEMALE,51,CLOTHING,3,900.24,CREDIT CARD,2021-06-03,Mall of Istanbul,1975-02-05
I146048,C228082,FEMALE,39,FOOD & BEVERAGE,1,5.23,CREDIT CARD,2021-02-02,Metropol AVM,1987-02-05
I331790,C790448,FEMALE,43,TECHNOLOGY,2,2100.00,CASH,2022-08-31,Mall of Istanbul,1983-02-05
I170235,C202254,FEMALE,69,CLOTHING,1,300.08,DEBIT CARD,2022-03-23,Kanyon,1957-02-05
I113283,C147593,FEMALE,18,TOYS,1,35.84,CASH,2021-12-12,Cevahir AVM,2008-02-05
I942568,C166526,FEMALE,40,CLOTHING,4,1200.32,CREDIT CARD,2021-12-23,Zorlu Center,1986-02-05
I178695,C155013,FEMALE,50,CLOTHING,1,300.08,CASH,2022-10-09,Mall of Istanbul,1976-02-05
I175905,C337706,FEMALE,66,CLOTHING,4,1200.32,CREDIT CARD,2023-02-22,Forum Istanbul,1960-02-05
I307878,C257975,FEMALE,22,TECHNOLOGY,1,1050.00,CREDIT CARD,2021-04-05,Mall of Istanbul,2004-02-05
I737757,C299832,FEMALE,49,COSMETICS,3,121.98,CASH,2022-12-15,Emaar Square Mall,1977-02-05
I560978,C212194,FEMALE,55,COSMETICS,4,162.64,CREDIT CARD,2021-11-01,Emaar Square Mall,1971-02-05
I305703,C231900,FEMALE,36,SHOES,1,600.17,CASH,2023-03-05,Zorlu Center,1990-02-05
I258287,C584937,FEMALE,18,CLOTHING,4,1200.32,CREDIT CARD,2021-07-11,Metropol AVM,2008-02-05
I338352,C122637,FEMALE,44,CLOTHING,1,300.08,CASH,2021-08-20,Kanyon,1982-02-05
I124110,C222162,FEMALE,20,COSMETICS,5,203.30,CASH,2023-03-04,Kanyon,2006-02-05
I992727,C187724,FEMALE,19,FOOD & BEVERAGE,1,5.23,CASH,2022-10-09,Metrocity,2007-02-05
I866923,C169656,FEMALE,22,CLOTHING,1,300.08,CREDIT CARD,2023-01-28,Cevahir AVM,2004-02-05
I177741,C317019,FEMALE,50,COSMETICS,2,81.32,CREDIT CARD,2021-04-05,Forum Istanbul,1976-02-05
I941966,C142948,FEMALE,52,FOOD & BEVERAGE,2,10.46,CASH,2022-06-29,Kanyon,1974-02-05
I282407,C651901,FEMALE,42,SOUVENIR,2,23.46,CASH,2022-07-13,Metropol AVM,1984-02-05
I582729,C323531,FEMALE,68,COSMETICS,2,81.32,CASH,2022-02-05,Istinye Park,1958-02-05
I183310,C153310,FEMALE,61,CLOTHING,2,600.16,CREDIT CARD,2022-05-02,Mall of Istanbul,1965-02-05
I303833,C149733,FEMALE,53,CLOTHING,3,900.24,CASH,2022-04-04,Kanyon,1973-02-05
I218527,C666908,FEMALE,38,TOYS,3,107.52,CASH,2021-11-27,Istinye Park,1988-02-05
I182051,C215252,FEMALE,43,TOYS,2,71.68,CASH,2021-12-08,Mall of Istanbul,1983-02-05
I130486,C888893,FEMALE,69,FOOD & BEVERAGE,3,15.69,CASH,2022-01-12,Metrocity,1957-02-05
I173855,C840541,FEMALE,32,CLOTHING,3,900.24,DEBIT CARD,2022-08-03,Istinye Park,1994-02-05
I303821,C304219,FEMALE,32,COSMETICS,3,121.98,CASH,2023-02-22,Metrocity,1994-02-05
I208025,C703279,FEMALE,38,COSMETICS,2,81.32,CREDIT CARD,2021-07-18,Kanyon,1988-02-05
I252481,C321853,FEMALE,21,CLOTHING,1,300.08,DEBIT CARD,2021-09-17,Kanyon,2005-02-05
I130960,C225126,FEMALE,28,COSMETICS,4,162.64,DEBIT CARD,2022-12-17,Kanyon,1998-02-05
I245331,C409822,FEMALE,29,COSMETICS,1,40.66,CASH,2022-06-22,Kanyon,1997-02-05
I211772,C227725,FEMALE,51,SHOES,3,1800.51,CREDIT CARD,2022-05-22,Zorlu Center,1975-02-05
I247498,C139213,FEMALE,43,CLOTHING,1,300.08,CREDIT CARD,2022-01-28,Mall of Istanbul,1983-02-05
I785035,C293895,FEMALE,46,TOYS,3,107.52,CASH,2022-02-11,Kanyon,1980-02-05
I179092,C385639,FEMALE,21,CLOTHING,4,1200.32,CREDIT CARD,2021-07-01,Cevahir AVM,2005-02-05
I139226,C295365,FEMALE,18,BOOKS,4,60.60,CASH,2021-06-27,Metrocity,2008-02-05
I101407,C323409,FEMALE,32,CLOTHING,5,1500.40,CASH,2022-07-16,Viaport Outlet,1994-02-05
I115108,C255034,FEMALE,26,FOOD & BEVERAGE,1,5.23,CASH,2023-01-20,Zorlu Center,2000-02-05
I653792,C466303,FEMALE,65,CLOTHING,3,900.24,CREDIT CARD,2021-08-23,Mall of Istanbul,1961-02-05
I182446,C103460,FEMALE,48,SHOES,3,1800.51,CREDIT CARD,2021-08-27,Mall of Istanbul,1978-02-05
I330312,C299398,FEMALE,23,SOUVENIR,5,58.65,DEBIT CARD,2022-08-02,Metrocity,2003-02-05
I360259,C329229,FEMALE,28,CLOTHING,1,300.08,CASH,2021-10-05,Cevahir AVM,1998-02-05
I295489,C998419,FEMALE,64,TOYS,1,35.84,DEBIT CARD,2022-07-07,Metropol AVM,1962-02-05
I218732,C195045,FEMALE,49,TOYS,4,143.36,CASH,2021-05-11,Mall of Istanbul,1977-02-05
I895212,C172138,FEMALE,69,TECHNOLOGY,5,5250.00,CREDIT CARD,2021-04-18,Istinye Park,1957-02-05
I124111,C997721,FEMALE,35,CLOTHING,4,1200.32,CREDIT CARD,2023-01-24,Istinye Park,1991-02-05
I130522,C160080,FEMALE,68,COSMETICS,3,121.98,CREDIT CARD,2022-11-02,Mall of Istanbul,1958-02-05
I142442,C816291,FEMALE,51,COSMETICS,1,40.66,CASH,2022-07-05,Mall of Istanbul,1975-02-05
I216919,C262706,FEMALE,53,SHOES,4,2400.68,CREDIT CARD,2021-02-26,Mall of Istanbul,1973-02-05
I195550,C252977,FEMALE,50,CLOTHING,1,300.08,CASH,2021-02-24,Metropol AVM,1976-02-05
I279194,C365023,FEMALE,67,SOUVENIR,3,35.19,CASH,2021-12-24,Kanyon,1959-02-05
I143675,C756888,FEMALE,40,CLOTHING,3,900.24,CASH,2021-03-04,Metrocity,1986-02-05
I164367,C338927,FEMALE,30,SHOES,4,2400.68,DEBIT CARD,2021-07-10,Metropol AVM,1996-02-05
I282576,C249166,FEMALE,56,FOOD & BEVERAGE,1,5.23,CREDIT CARD,2022-03-15,Mall of Istanbul,1970-02-05
I236628,C679696,FEMALE,26,FOOD & BEVERAGE,5,26.15,CREDIT CARD,2021-06-24,Metropol AVM,2000-02-05
I740012,C123262,FEMALE,41,CLOTHING,1,300.08,CASH,2021-12-03,Mall of Istanbul,1985-02-05
I145129,C867854,FEMALE,55,COSMETICS,5,203.30,CREDIT CARD,2021-01-15,Mall of Istanbul,1971-02-05
I316951,C648744,FEMALE,56,TECHNOLOGY,1,1050.00,CASH,2023-01-11,Istinye Park,1970-02-05
I957214,C195773,FEMALE,51,SHOES,1,600.17,CREDIT CARD,2022-10-21,Mall of Istanbul,1975-02-05
I263560,C275015,FEMALE,68,SOUVENIR,3,35.19,CREDIT CARD,2023-03-06,Emaar Square Mall,1958-02-05
I234766,C291934,FEMALE,48,CLOTHING,3,900.24,CASH,2022-08-15,Kanyon,1978-02-05
I564997,C103860,FEMALE,19,COSMETICS,3,121.98,CASH,2021-06-23,Metropol AVM,2007-02-05
I247876,C156719,FEMALE,31,TOYS,4,143.36,CREDIT CARD,2023-02-24,Viaport Outlet,1995-02-05
I205489,C188169,FEMALE,41,CLOTHING,4,1200.32,DEBIT CARD,2022-12-12,Kanyon,1985-02-05
I152658,C321620,FEMALE,33,TECHNOLOGY,4,4200.00,DEBIT CARD,2022-12-12,Metropol AVM,1993-02-05
I140922,C238543,FEMALE,44,COSMETICS,5,203.30,DEBIT CARD,2022-07-11,Zorlu Center,1982-02-05
I308853,C268420,FEMALE,44,CLOTHING,3,900.24,CASH,2022-10-15,Mall of Istanbul,1982-02-05
I295823,C168938,FEMALE,26,TOYS,4,143.36,CASH,2021-02-24,Mall of Istanbul,2000-02-05
I262817,C165129,FEMALE,34,CLOTHING,3,900.24,DEBIT CARD,2022-03-08,Mall of Istanbul,1992-02-05
I271805,C164998,FEMALE,49,TECHNOLOGY,5,5250.00,CREDIT CARD,2021-02-19,Kanyon,1977-02-05
I300455,C239208,FEMALE,26,CLOTHING,1,300.08,CASH,2021-09-28,Zorlu Center,2000-02-05
I316129,C240069,FEMALE,63,CLOTHING,5,1500.40,CREDIT CARD,2022-06-24,Mall of Istanbul,1963-02-05
I258626,C536214,FEMALE,54,FOOD & BEVERAGE,4,20.92,CREDIT CARD,2022-10-30,Mall of Istanbul,1972-02-05
I285938,C836807,FEMALE,68,TOYS,4,143.36,CREDIT CARD,2022-07-15,Mall of Istanbul,1958-02-05
I223786,C102550,FEMALE,30,CLOTHING,5,1500.40,CREDIT CARD,2021-09-19,Metrocity,1996-02-05
I309231,C233720,FEMALE,27,TOYS,5,179.20,DEBIT CARD,2022-01-31,Metropol AVM,1999-02-05
I262074,C159447,FEMALE,59,COSMETICS,2,81.32,DEBIT CARD,2023-01-22,Cevahir AVM,1967-02-05
I294665,C178738,FEMALE,26,FOOD & BEVERAGE,3,15.69,CASH,2022-11-06,Kanyon,2000-02-05
I871284,C425520,FEMALE,59,CLOTHING,4,1200.32,CASH,2022-03-05,Kanyon,1967-02-05
I206742,C286432,FEMALE,23,COSMETICS,3,121.98,CREDIT CARD,2021-01-17,Mall of Istanbul,2003-02-05
I869191,C807338,FEMALE,68,CLOTHING,3,900.24,CASH,2022-02-02,Mall of Istanbul,1958-02-05
I324457,C697202,FEMALE,32,TOYS,4,143.36,CREDIT CARD,2022-07-27,Kanyon,1994-02-05
I230541,C260833,FEMALE,45,COSMETICS,1,40.66,DEBIT CARD,2021-11-23,Mall of Istanbul,1981-02-05
I750844,C258618,FEMALE,18,FOOD & BEVERAGE,4,20.92,CREDIT CARD,2022-08-06,Cevahir AVM,2008-02-05
I294312,C316554,FEMALE,45,CLOTHING,2,600.16,CASH,2021-07-21,Cevahir AVM,1981-02-05
I333641,C103780,FEMALE,19,SHOES,4,2400.68,DEBIT CARD,2022-08-02,Metrocity,2007-02-05
I112742,C527215,FEMALE,60,SHOES,5,3000.85,CASH,2021-12-26,Istinye Park,1966-02-05
I870990,C328062,FEMALE,19,COSMETICS,2,81.32,CREDIT CARD,2022-04-22,Kanyon,2007-02-05
I325399,C214301,FEMALE,39,FOOD & BEVERAGE,5,26.15,CASH,2022-04-24,Mall of Istanbul,1987-02-05
I136982,C133381,FEMALE,56,BOOKS,1,15.15,DEBIT CARD,2022-09-04,Metrocity,1970-02-05
I188227,C336050,FEMALE,35,SOUVENIR,1,11.73,CASH,2021-05-13,Istinye Park,1991-02-05
I108119,C529328,FEMALE,41,CLOTHING,3,900.24,DEBIT CARD,2021-07-07,Kanyon,1985-02-05
I199448,C214795,FEMALE,50,COSMETICS,2,81.32,CREDIT CARD,2022-04-20,Kanyon,1976-02-05
I223075,C998330,FEMALE,53,FOOD & BEVERAGE,3,15.69,CASH,2022-01-31,Metropol AVM,1973-02-05
I469638,C174700,FEMALE,29,CLOTHING,2,600.16,DEBIT CARD,2022-05-06,Kanyon,1997-02-05
I213580,C328426,FEMALE,67,SOUVENIR,3,35.19,CREDIT CARD,2021-04-28,Kanyon,1959-02-05
I745203,C337824,FEMALE,40,TOYS,2,71.68,CASH,2023-01-25,Kanyon,1986-02-05
I336067,C204185,FEMALE,43,COSMETICS,4,162.64,DEBIT CARD,2021-06-08,Kanyon,1983-02-05
I595893,C696083,FEMALE,56,SHOES,2,1200.34,CREDIT CARD,2021-12-12,Forum Istanbul,1970-02-05
I765933,C158338,FEMALE,58,CLOTHING,3,900.24,CASH,2022-01-29,Emaar Square Mall,1968-02-05
I244770,C101770,FEMALE,64,FOOD & BEVERAGE,1,5.23,CASH,2021-06-23,Zorlu Center,1962-02-05
I447286,C269119,FEMALE,25,CLOTHING,3,900.24,CASH,2022-07-25,Istinye Park,2001-02-05
I449610,C156116,FEMALE,52,COSMETICS,3,121.98,CASH,2022-05-28,Mall of Istanbul,1974-02-05
I122933,C212898,FEMALE,68,TOYS,2,71.68,CREDIT CARD,2021-05-14,Metrocity,1958-02-05
I217334,C117229,FEMALE,40,CLOTHING,4,1200.32,CASH,2022-09-06,Metropol AVM,1986-02-05
I122110,C201853,FEMALE,24,COSMETICS,4,162.64,CREDIT CARD,2021-12-29,Kanyon,2002-02-05
I242856,C114003,FEMALE,49,SHOES,2,1200.34,DEBIT CARD,2021-09-01,Kanyon,1977-02-05
I241579,C867414,FEMALE,49,CLOTHING,1,300.08,CREDIT CARD,2021-04-30,Emaar Square Mall,1977-02-05
I273784,C178552,FEMALE,69,CLOTHING,5,1500.40,DEBIT CARD,2022-04-27,Metrocity,1957-02-05
I313022,C226111,FEMALE,51,CLOTHING,5,1500.40,CASH,2021-10-25,Metrocity,1975-02-05
I131437,C281329,FEMALE,20,CLOTHING,3,900.24,CREDIT CARD,2022-09-28,Metropol AVM,2006-02-05
I462565,C246040,FEMALE,59,CLOTHING,1,300.08,CASH,2021-06-04,Mall of Istanbul,1967-02-05
I217082,C258581,FEMALE,19,COSMETICS,4,162.64,CREDIT CARD,2021-05-10,Metrocity,2007-02-05
I265576,C338257,FEMALE,67,CLOTHING,5,1500.40,CREDIT CARD,2022-08-25,Kanyon,1959-02-05
I278707,C274555,FEMALE,26,COSMETICS,2,81.32,CASH,2022-09-27,Metrocity,2000-02-05
I286056,C128424,FEMALE,48,TOYS,5,179.20,CASH,2023-01-26,Istinye Park,1978-02-05
I291337,C117858,FEMALE,32,CLOTHING,3,900.24,CREDIT CARD,2022-05-05,Mall of Istanbul,1994-02-05
I326806,C588425,FEMALE,62,COSMETICS,3,121.98,CASH,2021-08-16,Metropol AVM,1964-02-05
I520559,C287126,FEMALE,38,CLOTHING,2,600.16,DEBIT CARD,2022-04-03,Metrocity,1988-02-05
I116969,C157048,FEMALE,39,TOYS,2,71.68,CASH,2022-06-23,Cevahir AVM,1987-02-05
I449331,C138497,FEMALE,31,CLOTHING,2,600.16,DEBIT CARD,2022-01-15,Mall of Istanbul,1995-02-05
I200283,C151139,FEMALE,68,CLOTHING,3,900.24,DEBIT CARD,2022-08-08,Zorlu Center,1958-02-05
I217164,C187053,FEMALE,54,COSMETICS,2,81.32,CREDIT CARD,2023-01-26,Mall of Istanbul,1972-02-05
I255337,C253050,FEMALE,63,CLOTHING,4,1200.32,CREDIT CARD,2022-05-16,Istinye Park,1963-02-05
I281506,C238084,FEMALE,63,COSMETICS,2,81.32,CREDIT CARD,2021-08-26,Zorlu Center,1963-02-05
I200576,C187675,FEMALE,53,CLOTHING,1,300.08,CREDIT CARD,2021-01-24,Forum Istanbul,1973-02-05
I305866,C234835,FEMALE,48,CLOTHING,5,1500.40,CREDIT CARD,2022-03-19,Metrocity,1978-02-05
I155420,C179905,FEMALE,40,FOOD & BEVERAGE,4,20.92,CASH,2022-01-09,Istinye Park,1986-02-05
I389499,C233444,FEMALE,66,FOOD & BEVERAGE,5,26.15,CASH,2021-05-27,Kanyon,1960-02-05
I424874,C123223,FEMALE,42,BOOKS,2,30.30,CASH,2023-02-23,Mall of Istanbul,1984-02-05
I896354,C302506,FEMALE,29,SHOES,2,1200.34,CREDIT CARD,2022-11-24,Metrocity,1997-02-05
I175929,C194930,FEMALE,24,TOYS,5,179.20,DEBIT CARD,2021-03-23,Metrocity,2002-02-05
I139761,C562738,FEMALE,45,COSMETICS,3,121.98,CASH,2021-09-26,Metropol AVM,1981-02-05
I329186,C518841,FEMALE,30,TOYS,1,35.84,CASH,2022-07-15,Metropol AVM,1996-02-05
I170391,C186722,FEMALE,45,FOOD & BEVERAGE,4,20.92,CASH,2021-04-10,Mall of Istanbul,1981-02-05
I653304,C159219,FEMALE,49,CLOTHING,1,300.08,CREDIT CARD,2023-01-28,Metropol AVM,1977-02-05
I134914,C939128,FEMALE,49,CLOTHING,1,300.08,CASH,2021-01-24,Mall of Istanbul,1977-02-05
I317565,C199429,FEMALE,19,SOUVENIR,3,35.19,CASH,2022-10-02,Kanyon,2007-02-05
I157715,C130401,FEMALE,47,CLOTHING,3,900.24,CASH,2021-03-26,Metrocity,1979-02-05
I785947,C317876,FEMALE,55,FOOD & BEVERAGE,5,26.15,CREDIT CARD,2022-06-09,Mall of Istanbul,1971-02-05
I117475,C256907,FEMALE,68,TOYS,2,71.68,CASH,2023-01-14,Forum Istanbul,1958-02-05
I179039,C295472,FEMALE,59,TECHNOLOGY,3,3150.00,CASH,2022-04-03,Mall of Istanbul,1967-02-05
I216418,C781733,FEMALE,64,FOOD & BEVERAGE,3,15.69,CREDIT CARD,2023-02-03,Kanyon,1962-02-05
I669100,C135342,FEMALE,40,FOOD & BEVERAGE,3,15.69,CASH,2021-05-23,Viaport Outlet,1986-02-05
I301237,C252629,FEMALE,37,FOOD & BEVERAGE,3,15.69,CREDIT CARD,2021-01-03,Mall of Istanbul,1989-02-05
I192809,C364568,FEMALE,65,COSMETICS,3,121.98,DEBIT CARD,2021-11-17,Mall of Istanbul,1961-02-05
I840901,C170321,FEMALE,20,SOUVENIR,1,11.73,CASH,2022-07-15,Kanyon,2006-02-05
I540109,C287106,FEMALE,61,FOOD & BEVERAGE,1,5.23,CREDIT CARD,2022-07-12,Istinye Park,1965-02-05
I121220,C233160,FEMALE,69,COSMETICS,1,40.66,CREDIT CARD,2022-10-24,Zorlu Center,1957-02-05
I953071,C145284,FEMALE,22,FOOD & BEVERAGE,1,5.23,CASH,2022-05-03,Metrocity,2004-02-05
I269469,C307805,FEMALE,61,COSMETICS,1,40.66,CASH,2021-05-28,Kanyon,1965-02-05
I327386,C146979,FEMALE,25,SHOES,2,1200.34,CASH,2021-05-28,Kanyon,2001-02-05
I130543,C126099,FEMALE,36,COSMETICS,4,162.64,CASH,2023-01-03,Mall of Istanbul,1990-02-05
I134783,C323975,FEMALE,48,CLOTHING,5,1500.40,DEBIT CARD,2021-04-04,Mall of Istanbul,1978-02-05
I215587,C644716,FEMALE,34,CLOTHING,3,900.24,DEBIT CARD,2021-02-17,Mall of Istanbul,1992-02-05
I175836,C308815,FEMALE,21,FOOD & BEVERAGE,4,20.92,CREDIT CARD,2022-11-21,Mall of Istanbul,2005-02-05
I759389,C144150,FEMALE,57,CLOTHING,2,600.16,CREDIT CARD,2021-12-14,Mall of Istanbul,1969-02-05
I211157,C153413,FEMALE,18,SOUVENIR,3,35.19,CASH,2022-06-24,Metrocity,2008-02-05
I187027,C113065,FEMALE,54,CLOTHING,1,300.08,CREDIT CARD,2023-02-03,Mall of Istanbul,1972-02-05
I111712,C681422,FEMALE,60,TECHNOLOGY,3,3150.00,CASH,2021-11-17,Mall of Istanbul,1966-02-05
I180414,C237388,FEMALE,68,CLOTHING,1,300.08,DEBIT CARD,2021-10-02,Metropol AVM,1958-02-05
I291633,C294582,FEMALE,44,CLOTHING,2,600.16,DEBIT CARD,2021-11-04,Zorlu Center,1982-02-05
I235319,C227178,FEMALE,66,CLOTHING,3,900.24,DEBIT CARD,2022-10-05,Zorlu Center,1960-02-05
I881763,C126499,FEMALE,65,TOYS,5,179.20,CASH,2022-10-22,Kanyon,1961-02-05
I239795,C241078,FEMALE,63,SOUVENIR,3,35.19,CASH,2022-10-29,Metrocity,1963-02-05
I585233,C263052,FEMALE,58,FOOD & BEVERAGE,5,26.15,CASH,2022-07-28,Kanyon,1968-02-05
I245321,C218942,FEMALE,61,SHOES,2,1200.34,DEBIT CARD,2021-06-11,Istinye Park,1965-02-05
I267128,C309970,FEMALE,41,CLOTHING,4,1200.32,CREDIT CARD,2022-02-19,Mall of Istanbul,1985-02-05
I215715,C165478,FEMALE,39,CLOTHING,5,1500.40,CREDIT CARD,2021-07-28,Istinye Park,1987-02-05
I140722,C225851,FEMALE,30,CLOTHING,1,300.08,CASH,2022-04-14,Mall of Istanbul,1996-02-05
I300223,C248082,FEMALE,29,TOYS,2,71.68,DEBIT CARD,2022-12-27,Mall of Istanbul,1997-02-05
I207976,C269276,FEMALE,44,CLOTHING,1,300.08,CREDIT CARD,2021-09-17,Kanyon,1982-02-05
I293130,C131045,FEMALE,31,CLOTHING,3,900.24,CASH,2021-01-05,Viaport Outlet,1995-02-05
I174899,C295014,FEMALE,34,BOOKS,2,30.30,CASH,2021-11-24,Istinye Park,1992-02-05
I317542,C125817,FEMALE,68,CLOTHING,2,600.16,CREDIT CARD,2022-12-14,Metropol AVM,1958-02-05
I309918,C168661,FEMALE,18,CLOTHING,5,1500.40,CREDIT CARD,2021-03-18,Kanyon,2008-02-05
I125085,C104658,FEMALE,59,CLOTHING,2,600.16,CASH,2022-08-30,Zorlu Center,1967-02-05
I413320,C224674,FEMALE,57,CLOTHING,2,600.16,CREDIT CARD,2022-09-05,Mall of Istanbul,1969-02-05
I186133,C146198,FEMALE,34,FOOD & BEVERAGE,5,26.15,CREDIT CARD,2022-01-03,Kanyon,1992-02-05
